,Facility,Address,City,State,Zip,Score,Mismatch,Facility.1,Address.1,City.1,State.1,Zip.1,Flag,Str1,Str2
5024,HACKENSACKUMC MOUNTAINSID,70 Park St.,MONTCLAIR,NJ,07042,10.0,1.0,Mountainside Hospital,1 Bay Ave,Montclair,NJ,07042,n,"HACKENSACKUMC MOUNTAINSID, 70 Park St., MONTCLAIR, NJ, 07042","Mountainside Hospital, 1 Bay Ave, Montclair, NJ, 07042"
5025,OVERLOOK HOSPITAL,100 Northfield Ave,West Orange,NJ,07052,10.0,1.0,Kessler Institute for Rehabilitatio,1199 Pleasant Valley Way,West Orange,NJ,07052,n,"OVERLOOK HOSPITAL, 100 Northfield Ave, West Orange, NJ, 07052","Kessler Institute for Rehabilitatio, 1199 Pleasant Valley Way, West Orange, NJ, 07052"
5026,MERIDIAN PHARMACY,1945 ROUTE 33,NEPTUNE,NJ,07753,10.0,1.0,Jersey Shore University Medical Cen,1945 State Route 33,Neptune,NJ,07753,n,"MERIDIAN PHARMACY, 1945 ROUTE 33, NEPTUNE, NJ, 07753","Jersey Shore University Medical Cen, 1945 State Route 33, Neptune, NJ, 07753"
5027,WALGREENS PHARMACY 15254,200 BOWMAN DR STE E140,Voorhees,NJ,08043,10.0,1.0,Virtua West Jersey Hospital - Voorh,101 Carnie Blvd,Voorhees,NJ,08043,n,"WALGREENS PHARMACY 15254, 200 BOWMAN DR STE E140, Voorhees, NJ, 08043","Virtua West Jersey Hospital - Voorh, 101 Carnie Blvd, Voorhees, NJ, 08043"
5029,KENT GENERAL HOSPITAL,560 LIPPINCOTT DR,MARLTON,NJ,08053,10.0,1.0,Virtua Health - Marlton,90 Brick Rd,Marlton,NJ,08053,n,"KENT GENERAL HOSPITAL, 560 LIPPINCOTT DR, MARLTON, NJ, 08053","Virtua Health - Marlton, 90 Brick Rd, Marlton, NJ, 08053"
5031,MEMORIAL MEDICAL CENTER,2450 S TELSHOR BLVD,LAS CRUCES,NM,88011,10.0,1.0,Mountain View Regional Medical Cent,4311 E Lohman Ave,Las Cruces,NM,88011,n,"MEMORIAL MEDICAL CENTER, 2450 S TELSHOR BLVD, LAS CRUCES, NM, 88011","Mountain View Regional Medical Cent, 4311 E Lohman Ave, Las Cruces, NM, 88011"
5032,UNIV OF NEW MEXICO HOSP,2530 S TELSHOR BLVD STE 201,LAS CRUCES,NM,88011,10.0,1.0,Mountain View Regional Medical Cent,4311 E Lohman Ave,Las Cruces,NM,88011,n,"UNIV OF NEW MEXICO HOSP, 2530 S TELSHOR BLVD STE 201, LAS CRUCES, NM, 88011","Mountain View Regional Medical Cent, 4311 E Lohman Ave, Las Cruces, NM, 88011"
5033,NEVADA DEPT OF CORRECTIONS,3955 W RUSSELL RD,LAS VEGAS,NV,89118,10.0,1.0,Spring Valley Hospital Medical Cent,5400 S Rainbow Blvd,Las Vegas,NV,89118,n,"NEVADA DEPT OF CORRECTIONS, 3955 W RUSSELL RD, LAS VEGAS, NV, 89118","Spring Valley Hospital Medical Cent, 5400 S Rainbow Blvd, Las Vegas, NV, 89118"
5034,PHILLIPS AMBULATORY CARECENTER PHAR,10 UNION SQ E,NEW YORK,NY,10003,10.0,1.0,Beth Israel Medical Center - Petrie,1st Ave at 16th St,New York,NY,10003,n,"PHILLIPS AMBULATORY CARECENTER PHAR, 10 UNION SQ E, NEW YORK, NY, 10003","Beth Israel Medical Center - Petrie, 1st Ave at 16th St, New York, NY, 10003"
5035,PHILLIPS AMBULATORY CARECENTER PHAR,10 UNION SQ E STE 4B08,NEW YORK,NY,10003,10.0,1.0,Beth Israel Medical Center - Petrie,1st Ave at 16th St,New York,NY,10003,n,"PHILLIPS AMBULATORY CARECENTER PHAR, 10 UNION SQ E STE 4B08, NEW YORK, NY, 10003","Beth Israel Medical Center - Petrie, 1st Ave at 16th St, New York, NY, 10003"
5036,PHILLIPS AMBULATORY CARECENTER PHAR,10 Union Sq East,NEW YORK,NY,10003,10.0,1.0,Beth Israel Medical Center - Petrie,1st Ave at 16th St,New York,NY,10003,n,"PHILLIPS AMBULATORY CARECENTER PHAR, 10 Union Sq East, NEW YORK, NY, 10003","Beth Israel Medical Center - Petrie, 1st Ave at 16th St, New York, NY, 10003"
5037,PHILLIPS AMBULATORY CARECENTER PHAR,145 E 15TH ST,NEW YORK,NY,10003,10.0,1.0,Beth Israel Medical Center - Petrie,1st Ave at 16th St,New York,NY,10003,n,"PHILLIPS AMBULATORY CARECENTER PHAR, 145 E 15TH ST, NEW YORK, NY, 10003","Beth Israel Medical Center - Petrie, 1st Ave at 16th St, New York, NY, 10003"
5040,STAMFORD HOSPITAL,177 FT WASHINGTN AVE,NEW YORK,NY,10032,10.0,1.0,New York State Psychiatric Institut,1051 Riverside Dr,New York,NY,10032,n,"STAMFORD HOSPITAL, 177 FT WASHINGTN AVE, NEW YORK, NY, 10032","New York State Psychiatric Institut, 1051 Riverside Dr, New York, NY, 10032"
5041,DUANE READE,1650 GRAND CONCOURSE STE A,BRONX,NY,10457,10.0,1.0,St Barnabas Hospital,4422 3rd Ave,Bronx,NY,10457,n,"DUANE READE, 1650 GRAND CONCOURSE STE A, BRONX, NY, 10457","St Barnabas Hospital, 4422 3rd Ave, Bronx, NY, 10457"
5042,ALEXANDER INFUSION LLC(Z),75 NASSAU TERMINAL RD,NEW HYDE PARK,NY,11040,10.0,1.0,Long Island Jewish Medical Center,270- 05 76th Ave,New Hyde Park,NY,11040,n,"ALEXANDER INFUSION LLC(Z), 75 NASSAU TERMINAL RD, NEW HYDE PARK, NY, 11040","Long Island Jewish Medical Center, 270- 05 76th Ave, New Hyde Park, NY, 11040"
5043,SUNY DOWNSTATE MED CTR,149 Congress St,BROOKLYN,NY,11201,10.0,1.0,Brooklyn Hospital Center - Downtown,121 Dekalb Ave,Brooklyn,NY,11201,n,"SUNY DOWNSTATE MED CTR, 149 Congress St, BROOKLYN, NY, 11201","Brooklyn Hospital Center - Downtown, 121 Dekalb Ave, Brooklyn, NY, 11201"
5045,INFUSION OPTIONS,5924 13TH AVE,BROOKLYN,NY,11219,10.0,1.0,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,11219,n,"INFUSION OPTIONS, 5924 13TH AVE, BROOKLYN, NY, 11219","Maimonides Medical Center, 4802 10th Ave, Brooklyn, NY, 11219"
5046,MMC PHARMACY INC,948 48TH ST,BROOKLYN,NY,11219,10.0,1.0,Maimonides Medical Center,4802 10th Ave,Brooklyn,NY,11219,n,"MMC PHARMACY INC, 948 48TH ST, BROOKLYN, NY, 11219","Maimonides Medical Center, 4802 10th Ave, Brooklyn, NY, 11219"
5048,QUEENS HOSPITAL CENTER,9610 METROPOLITAN AVE,FOREST HILLS,NY,11375,10.0,1.0,North Shore University Hospital at,102 01 66th Rd,Forest Hills,NY,11375,n,"QUEENS HOSPITAL CENTER, 9610 METROPOLITAN AVE, FOREST HILLS, NY, 11375","North Shore University Hospital at, 102 01 66th Rd, Forest Hills, NY, 11375"
5049,QUEENS HOSPITAL CENTER,96-10 METROPOLITAN AVE,FOREST HILLS,NY,11375,10.0,1.0,North Shore University Hospital at,102 01 66th Rd,Forest Hills,NY,11375,n,"QUEENS HOSPITAL CENTER, 96-10 METROPOLITAN AVE, FOREST HILLS, NY, 11375","North Shore University Hospital at, 102 01 66th Rd, Forest Hills, NY, 11375"
5050,NORTH SHORE UNIVERSITY HOSPITAL,70 GLEN ST,GLEN COVE,NY,11542,10.0,1.0,Glen Cove Hospital,101 St Andrews Ln,Glen Cove,NY,11542,n,"NORTH SHORE UNIVERSITY HOSPITAL, 70 GLEN ST, GLEN COVE, NY, 11542","Glen Cove Hospital, 101 St Andrews Ln, Glen Cove, NY, 11542"
5051,CORAM HEALTHCARE,45 S SERVICE RD,PLAINVIEW,NY,11803,10.0,1.0,North Shore University at Plainview,888 Old Country Rd,Plainview,NY,11803,n,"CORAM HEALTHCARE, 45 S SERVICE RD, PLAINVIEW, NY, 11803","North Shore University at Plainview, 888 Old Country Rd, Plainview, NY, 11803"
5052,SOUTH COUNTY HOSPITAL,19 BAKER AVE STE 100,POUGHKEEPSIE,NY,12601,10.0,1.0,St Francis Hospital,241 North Rd,Poughkeepsie,NY,12601,n,"SOUTH COUNTY HOSPITAL, 19 BAKER AVE STE 100, POUGHKEEPSIE, NY, 12601","St Francis Hospital, 241 North Rd, Poughkeepsie, NY, 12601"
5053,FLETCHER ALLEN HEALTH CARE,PO BOX 471,SARANAC LAKE,NY,12983,10.0,1.0,Adirondack Medical Center,2233 State Route 86,Saranac Lake,NY,12983,n,"FLETCHER ALLEN HEALTH CARE, PO BOX 471, SARANAC LAKE, NY, 12983","Adirondack Medical Center, 2233 State Route 86, Saranac Lake, NY, 12983"
5054,STATE UNIVERSITY OF NY 3,1000 E GENESEE ST,SYRACUSE,NY,13210,10.0,1.0,Crouse Hospital,736 Irving Ave,Syracuse,NY,13210,n,"STATE UNIVERSITY OF NY 3, 1000 E GENESEE ST, SYRACUSE, NY, 13210","Crouse Hospital, 736 Irving Ave, Syracuse, NY, 13210"
5056,BASSETT HEALTHCARE,1 FOXCARE DR,ONEONTA,NY,13820,10.0,1.0,Aurelia Osborn Fox Memorial Hospita,1 Norton Ave,Oneonta,NY,13820,n,"BASSETT HEALTHCARE, 1 FOXCARE DR, ONEONTA, NY, 13820","Aurelia Osborn Fox Memorial Hospita, 1 Norton Ave, Oneonta, NY, 13820"
5057,ROBERT PACKER HOSP,114 COLUMBIA ST,CORNING,NY,14830,10.0,1.0,Corning Hospital,176 Denison Pkwy E,Corning,NY,14830,n,"ROBERT PACKER HOSP, 114 COLUMBIA ST, CORNING, NY, 14830","Corning Hospital, 176 Denison Pkwy E, Corning, NY, 14830"
5059,"WEST VIRGINIA, UNIVERSITY""",3000 GUERNSEY ST,BELLAIRE,OH,43906,10.0,1.0,Belmont Community Hospital,4697 Harrison St,Bellaire,OH,43906,n,"WEST VIRGINIA, UNIVERSITY"", 3000 GUERNSEY ST, BELLAIRE, OH, 43906","Belmont Community Hospital, 4697 Harrison St, Bellaire, OH, 43906"
5060,MERCY REGIONAL MEDICAL CENTER,41201 Schadden Road,ELYRIA,OH,44035,10.0,1.0,E M H Regional Medical Center,630 E River St,Elyria,OH,44035,n,"MERCY REGIONAL MEDICAL CENTER, 41201 Schadden Road, ELYRIA, OH, 44035","E M H Regional Medical Center, 630 E River St, Elyria, OH, 44035"
5061,MERCY REGIONAL MEDICAL CENTER,41201 Schadden Road;,ELYRIA,OH,44035,10.0,1.0,E M H Regional Medical Center,630 E River St,Elyria,OH,44035,n,"MERCY REGIONAL MEDICAL CENTER, 41201 Schadden Road;, ELYRIA, OH, 44035","E M H Regional Medical Center, 630 E River St, Elyria, OH, 44035"
5062,TRIPOINT MEDICAL CENTER,7590 AUBURN RD,PAINESVILLE,OH,44077,10.0,1.0,Lake East Hospital,10 E Washington St,Painesville,OH,44077,n,"TRIPOINT MEDICAL CENTER, 7590 AUBURN RD, PAINESVILLE, OH, 44077","Lake East Hospital, 10 E Washington St, Painesville, OH, 44077"
5063,AULTMAN HOSPITAL,161 N FORGE ST,AKRON,OH,44304,10.0,1.0,Akron City Hospital,525 E Market St,Akron,OH,44304,n,"AULTMAN HOSPITAL, 161 N FORGE ST, AKRON, OH, 44304","Akron City Hospital, 525 E Market St, Akron, OH, 44304"
5064,WADSWORTH-RITTMAN HOSPITAL,161 N FORGE ST,AKRON,OH,44304,10.0,1.0,Akron City Hospital,525 E Market St,Akron,OH,44304,n,"WADSWORTH-RITTMAN HOSPITAL, 161 N FORGE ST, AKRON, OH, 44304","Akron City Hospital, 525 E Market St, Akron, OH, 44304"
5066,SAMARITAN HOSPITAL,721 E. Milltown Road,WOOSTER,OH,44691,10.0,1.0,Wooster Community Hospital,1761 Beall Ave,Wooster,OH,44691,n,"SAMARITAN HOSPITAL, 721 E. Milltown Road, WOOSTER, OH, 44691","Wooster Community Hospital, 1761 Beall Ave, Wooster, OH, 44691"
5067,H B MAGRUDER MEMORIAL HOSPITAL,701 TYLER ST,SANDUSKY,OH,44870,10.0,1.0,Firelands Regional Medical Center -,1101 Decatur St,Sandusky,OH,44870,n,"H B MAGRUDER MEMORIAL HOSPITAL, 701 TYLER ST, SANDUSKY, OH, 44870","Firelands Regional Medical Center -, 1101 Decatur St, Sandusky, OH, 44870"
5069,UC - MEDICAL CENTER - HOXWORTH PHAR,3130 HIGHLAND AVE RM G200,CINCINNATI,OH,45219,10.0,1.0,Christ Hospital,2139 Auburn Ave,Cincinnati,OH,45219,n,"UC - MEDICAL CENTER - HOXWORTH PHAR, 3130 HIGHLAND AVE RM G200, CINCINNATI, OH, 45219","Christ Hospital, 2139 Auburn Ave, Cincinnati, OH, 45219"
5070,CLINTON MEMORIAL HOSPITAL,8970 SPOOKY RIDGE LN,CINCINNATI,OH,45242,10.0,1.0,Bethesda North Hospital,10500 Montgomery Rd,Cincinnati,OH,45242,n,"CLINTON MEMORIAL HOSPITAL, 8970 SPOOKY RIDGE LN, CINCINNATI, OH, 45242","Bethesda North Hospital, 10500 Montgomery Rd, Cincinnati, OH, 45242"
5071,KETTERING MEDICAL CENTER-,4000 MIAMISBURG CENTERVILLE RD,MIAMISBURG,OH,45342,10.0,1.0,Sycamore Hospital,2150 Leiter Rd,Miamisburg,OH,45342,n,"KETTERING MEDICAL CENTER-, 4000 MIAMISBURG CENTERVILLE RD, MIAMISBURG, OH, 45342","Sycamore Hospital, 2150 Leiter Rd, Miamisburg, OH, 45342"
5072,UVMC PHARMACY,3130 N DIXIE HWY,TROY,OH,45373,10.0,1.0,Upper Valley Medical Center Home Ca,3130 N County Road 25a,Troy,OH,45373,n,"UVMC PHARMACY, 3130 N DIXIE HWY, TROY, OH, 45373","Upper Valley Medical Center Home Ca, 3130 N County Road 25a, Troy, OH, 45373"
5073,COLUMBIA MEMORIAL HOSPITAL,3600 N INTERSTATE AVE,PORTLAND,OR,97227,10.0,1.0,Legacy Emanuel Hospital and Health,2801 N Gantenbein Ave,Portland,OR,97227,n,"COLUMBIA MEMORIAL HOSPITAL, 3600 N INTERSTATE AVE, PORTLAND, OR, 97227","Legacy Emanuel Hospital and Health, 2801 N Gantenbein Ave, Portland, OR, 97227"
5074,THE APOTHECARY EHHC,501 N GRAHAM ST,PORTLAND,OR,97227,10.0,1.0,Legacy Emanuel Hospital and Health,2801 N Gantenbein Ave,Portland,OR,97227,n,"THE APOTHECARY EHHC, 501 N GRAHAM ST, PORTLAND, OR, 97227","Legacy Emanuel Hospital and Health, 2801 N Gantenbein Ave, Portland, OR, 97227"
5076,ALLEGHENY GENERAL HOSP,320 E NORTH AVE,PITTSBURGH,PA,15212,10.0,1.0,Kindred Hospital Pittsburgh - North,1004 Arch St,Pittsburgh,PA,15212,n,"ALLEGHENY GENERAL HOSP, 320 E NORTH AVE, PITTSBURGH, PA, 15212","Kindred Hospital Pittsburgh - North, 1004 Arch St, Pittsburgh, PA, 15212"
5077,ALLEGHENY GENERAL HOSP,320 East North Ave,PITTSBURGH,PA,15212,10.0,1.0,Kindred Hospital Pittsburgh - North,1004 Arch St,Pittsburgh,PA,15212,n,"ALLEGHENY GENERAL HOSP, 320 East North Ave, PITTSBURGH, PA, 15212","Kindred Hospital Pittsburgh - North, 1004 Arch St, Pittsburgh, PA, 15212"
5078,ALLEGHENY GENERAL HOSP,320 East North Avenue,PITTSBURGH,PA,15212,10.0,1.0,Kindred Hospital Pittsburgh - North,1004 Arch St,Pittsburgh,PA,15212,n,"ALLEGHENY GENERAL HOSP, 320 East North Avenue, PITTSBURGH, PA, 15212","Kindred Hospital Pittsburgh - North, 1004 Arch St, Pittsburgh, PA, 15212"
5079,MAGEE WOMENS HOSPITAL,300 HALKET ST,PITTSBURGH,PA,15213,10.0,1.0,U P M C - Presbyterian,200 Lothrop St,Pittsburgh,PA,15213,n,"MAGEE WOMENS HOSPITAL, 300 HALKET ST, PITTSBURGH, PA, 15213","U P M C - Presbyterian, 200 Lothrop St, Pittsburgh, PA, 15213"
5080,OAKLAND INFUSION CENTER,3358 5TH AVE FL 2,PITTSBURGH,PA,15213,10.0,1.0,U P M C - Presbyterian,200 Lothrop St,Pittsburgh,PA,15213,n,"OAKLAND INFUSION CENTER, 3358 5TH AVE FL 2, PITTSBURGH, PA, 15213","U P M C - Presbyterian, 200 Lothrop St, Pittsburgh, PA, 15213"
5081,WHEELING HOSPITAL,416 GLAIDS DR,PITTSBURGH,PA,15243,10.0,1.0,St Clair Hospital,1000 Bower Hill Rd,Pittsburgh,PA,15243,n,"WHEELING HOSPITAL, 416 GLAIDS DR, PITTSBURGH, PA, 15243","St Clair Hospital, 1000 Bower Hill Rd, Pittsburgh, PA, 15243"
5082,TRINITY MEDICAL CENTER WEST,470 JOHNSON RD,WASHINGTON,PA,15301,10.0,1.0,Washington Hospital,155 Wilson Ave,Washington,PA,15301,n,"TRINITY MEDICAL CENTER WEST, 470 JOHNSON RD, WASHINGTON, PA, 15301","Washington Hospital, 155 Wilson Ave, Washington, PA, 15301"
5083,TRINITY MEDICAL CENTER WEST,100 WOODLAWN AVE STE 100,UNIONTOWN,PA,15401,10.0,1.0,Uniontown Hospital,500 W Berkeley St,Uniontown,PA,15401,n,"TRINITY MEDICAL CENTER WEST, 100 WOODLAWN AVE STE 100, UNIONTOWN, PA, 15401","Uniontown Hospital, 500 W Berkeley St, Uniontown, PA, 15401"
5084,HORIZON HEALTHCARE SERVICES,1070 NEW HOLLAND AVE,LANCASTER,PA,17601,10.0,1.0,Lancaster Rehabilitation Hospital,675 Good Dr,Lancaster,PA,17601,n,"HORIZON HEALTHCARE SERVICES, 1070 NEW HOLLAND AVE, LANCASTER, PA, 17601","Lancaster Rehabilitation Hospital, 675 Good Dr, Lancaster, PA, 17601"
5085,"CONCEPT MEDICAL, INC.""",639 CHESTNUT STREET,ASHLAND,PA,17921,10.0,1.0,Saint Catherine Medical Center - Fo,101 Broad St,Ashland,PA,17921,n,"CONCEPT MEDICAL, INC."", 639 CHESTNUT STREET, ASHLAND, PA, 17921","Saint Catherine Medical Center - Fo, 101 Broad St, Ashland, PA, 17921"
5086,ALLIANCE PHARMACY CO,1245 HIGHLAND AVE,ABINGTON,PA,19001,10.0,1.0,Abington Memorial Hospital,1200 Old York Rd,Abington,PA,19001,n,"ALLIANCE PHARMACY CO, 1245 HIGHLAND AVE, ABINGTON, PA, 19001","Abington Memorial Hospital, 1200 Old York Rd, Abington, PA, 19001"
5087,UPENN - CENTER CITY HOSPITAL,16 PENN TOWER,PHILADELPHIA,PA,19104,10.0,1.0,Childrens Hospital of Philadelphia,34th St And Civic Center Blvd,Philadelphia,PA,19104,n,"UPENN - CENTER CITY HOSPITAL, 16 PENN TOWER, PHILADELPHIA, PA, 19104","Childrens Hospital of Philadelphia, 34th St And Civic Center Blvd, Philadelphia, PA, 19104"
5088,UPENN - CENTER CITY HOSPITAL,2 WEST PCAM,PHILADELPHIA,PA,19104,10.0,1.0,Childrens Hospital of Philadelphia,34th St And Civic Center Blvd,Philadelphia,PA,19104,n,"UPENN - CENTER CITY HOSPITAL, 2 WEST PCAM, PHILADELPHIA, PA, 19104","Childrens Hospital of Philadelphia, 34th St And Civic Center Blvd, Philadelphia, PA, 19104"
5089,UPENN - CENTER CITY HOSPITAL,3 PERELMAN WEST,PHILADELPHIA,PA,19104,10.0,1.0,Childrens Hospital of Philadelphia,34th St And Civic Center Blvd,Philadelphia,PA,19104,n,"UPENN - CENTER CITY HOSPITAL, 3 PERELMAN WEST, PHILADELPHIA, PA, 19104","Childrens Hospital of Philadelphia, 34th St And Civic Center Blvd, Philadelphia, PA, 19104"
5091,ABSOLUTE PHARMACY,CARR.2 KM 174.0,SAN GERMAN,PR,00683,10.0,1.0,Hospital de la Concepcion,Calle Luna #41,San German,PR,00683,n,"ABSOLUTE PHARMACY, CARR.2 KM 174.0, SAN GERMAN, PR, 00683","Hospital de la Concepcion, Calle Luna #41, San German, PR, 00683"
5092,FARM.HOSP. GENERAL MENONI,C/ JOSE C.VAZQUEZ KM 0.2ESQ.,AIBONITO,PR,00705,10.0,1.0,Aibonito Mennonite General Hospital,1 Calle Jose C Vazquez,Aibonito,PR,00705,n,"FARM.HOSP. GENERAL MENONI, C/ JOSE C.VAZQUEZ KM 0.2ESQ., AIBONITO, PR, 00705","Aibonito Mennonite General Hospital, 1 Calle Jose C Vazquez, Aibonito, PR, 00705"
5094,PROFESSIONAL PHARM/FLOREN,2213 W PALMETTO ST UNIT D,FLORENCE,SC,29501,10.0,1.0,Regency Hospital of South Carolina,121 E Cedar St,Florence,SC,29501,n,"PROFESSIONAL PHARM/FLOREN, 2213 W PALMETTO ST UNIT D, FLORENCE, SC, 29501","Regency Hospital of South Carolina, 121 E Cedar St, Florence, SC, 29501"
5095,WOODROW WILSON HLTH CTR,100 LAKE TRAVERSE DR,SISSETON,SD,57262,10.0,1.0,Coteau Des Prairies Hospital,205 Orchard Dr,Sisseton,SD,57262,n,"WOODROW WILSON HLTH CTR, 100 LAKE TRAVERSE DR, SISSETON, SD, 57262","Coteau Des Prairies Hospital, 205 Orchard Dr, Sisseton, SD, 57262"
5096,SANFORD ABERDEEN MEDICAL CENTER,2905 3RD AVE SE,ABERDEEN,SD,57401,10.0,1.0,Avera St Lukes,305 S State St,Aberdeen,SD,57401,n,"SANFORD ABERDEEN MEDICAL CENTER, 2905 3RD AVE SE, ABERDEEN, SD, 57401","Avera St Lukes, 305 S State St, Aberdeen, SD, 57401"
5097,MAXOR CORRECTIONAL PHCY S,416 MARY LINDSAY POLK DR,FRANKLIN,TN,37067,10.0,1.0,Williamson Medical Center,2021 Carothers Rd,Franklin,TN,37067,n,"MAXOR CORRECTIONAL PHCY S, 416 MARY LINDSAY POLK DR, FRANKLIN, TN, 37067","Williamson Medical Center, 2021 Carothers Rd, Franklin, TN, 37067"
5098,ST THOMAS RUTHERFORD HOSP,1700 MEDICAL CENTER PKWY,MURFREESBORO,TN,37129,10.0,1.0,Alvin C York Veterans Affairs Medic,3400 Lebanon Rd,Murfreesboro,TN,37129,n,"ST THOMAS RUTHERFORD HOSP, 1700 MEDICAL CENTER PKWY, MURFREESBORO, TN, 37129","Alvin C York Veterans Affairs Medic, 3400 Lebanon Rd, Murfreesboro, TN, 37129"
5099,MIDTOWN EXPRESS PHARMACY,300 20TH AVE N STE 105,NASHVILLE,TN,37203,10.0,1.0,Centennial Medical Center,2300 Patterson St,Nashville,TN,37203,n,"MIDTOWN EXPRESS PHARMACY, 300 20TH AVE N STE 105, NASHVILLE, TN, 37203","Centennial Medical Center, 2300 Patterson St, Nashville, TN, 37203"
5100,"AMERITA, INC""",5959 SHALLOWFORD RD STE 107,CHATTANOOGA,TN,37421,10.0,1.0,Valley Hospital,2200 Morris Hill Rd,Chattanooga,TN,37421,n,"AMERITA, INC"", 5959 SHALLOWFORD RD STE 107, CHATTANOOGA, TN, 37421","Valley Hospital, 2200 Morris Hill Rd, Chattanooga, TN, 37421"
5101,UTMB CMC DEPT OF PHCY,2400 AVENUE I,HUNTSVILLE,TX,77340,10.0,1.0,Huntsville Memorial Hospital,110 Memorial Hospital Dr,Huntsville,TX,77340,n,"UTMB CMC DEPT OF PHCY, 2400 AVENUE I, HUNTSVILLE, TX, 77340","Huntsville Memorial Hospital, 110 Memorial Hospital Dr, Huntsville, TX, 77340"
5102,MEMORIAL HERMANN SOUTHEAST HOSP,3326 WATTERS RD,PASADENA,TX,77504,10.0,1.0,Bayshore Medical Center,4000 Spencer Hwy,Pasadena,TX,77504,n,"MEMORIAL HERMANN SOUTHEAST HOSP, 3326 WATTERS RD, PASADENA, TX, 77504","Bayshore Medical Center, 4000 Spencer Hwy, Pasadena, TX, 77504"
5103,CITIZENS MEDICAL CENTER,2700 CITIZENS PLZ,VICTORIA,TX,77901,10.0,1.0,Detar Hospital Navarro,506 E San Antonio St,Victoria,TX,77901,n,"CITIZENS MEDICAL CENTER, 2700 CITIZENS PLZ, VICTORIA, TX, 77901","Detar Hospital Navarro, 506 E San Antonio St, Victoria, TX, 77901"
5104,CITIZENS MEDICAL CENTER,2701 HOSPITAL DR,VICTORIA,TX,77901,10.0,1.0,Detar Hospital Navarro,506 E San Antonio St,Victoria,TX,77901,n,"CITIZENS MEDICAL CENTER, 2701 HOSPITAL DR, VICTORIA, TX, 77901","Detar Hospital Navarro, 506 E San Antonio St, Victoria, TX, 77901"
5105,CHG CORNERSTONE HOSPITAL OF AUSTINROUND,4681 COLLEGE PARK,ROUND ROCK,TX,78665,10.0,1.0,Seton Medical Center Williamson,201 Seton Pkwy,Round Rock,TX,78665,n,"CHG CORNERSTONE HOSPITAL OF AUSTINROUND, 4681 COLLEGE PARK, ROUND ROCK, TX, 78665","Seton Medical Center Williamson, 201 Seton Pkwy, Round Rock, TX, 78665"
5106,JOE ARRINGTON CANCER CENT,4101 22ND PL,LUBBOCK,TX,79410,10.0,1.0,Covenant Medical Center,3615 19th St,Lubbock,TX,79410,n,"JOE ARRINGTON CANCER CENT, 4101 22ND PL, LUBBOCK, TX, 79410","Covenant Medical Center, 3615 19th St, Lubbock, TX, 79410"
5107,MOAB REGIONAL HOSPITAL PHARMACY,450 WILLIAMS WAY,MOAB,UT,84532,10.0,1.0,Allen Memorial Hospital,719 W 400 N,Moab,UT,84532,n,"MOAB REGIONAL HOSPITAL PHARMACY, 450 WILLIAMS WAY, MOAB, UT, 84532","Allen Memorial Hospital, 719 W 400 N, Moab, UT, 84532"
5108,DIXIE MEDICAL CENTER,"1055 North 500 West, Suite 202""",Provo,UT,84604,10.0,1.0,Utah Valley Regional Medical Center,1034 N 500 W,Provo,UT,84604,n,"DIXIE MEDICAL CENTER, 1055 North 500 West, Suite 202"", Provo, UT, 84604","Utah Valley Regional Medical Center, 1034 N 500 W, Provo, UT, 84604"
5109,SENTARA RMH MEDICAL CENTER,2008 HEALTH CAMPUS DR,HARRISONBURG,VA,22801,10.0,1.0,Rockingham Memorial Hospital,411 Stone Spring Rd,Harrisonburg,VA,22801,n,"SENTARA RMH MEDICAL CENTER, 2008 HEALTH CAMPUS DR, HARRISONBURG, VA, 22801","Rockingham Memorial Hospital, 411 Stone Spring Rd, Harrisonburg, VA, 22801"
5111,SENTARA RMH MEDICAL CENTER,2010 HEALTH CAMPUS DR,HARRISONBURG,VA,22801,10.0,1.0,Rockingham Memorial Hospital,411 Stone Spring Rd,Harrisonburg,VA,22801,n,"SENTARA RMH MEDICAL CENTER, 2010 HEALTH CAMPUS DR, HARRISONBURG, VA, 22801","Rockingham Memorial Hospital, 411 Stone Spring Rd, Harrisonburg, VA, 22801"
5112,SENTARA RMH MEDICAL CENTER PHARMACY,2010 HEALTH CAMPUS DR,HARRISONBURG,VA,22801,10.0,1.0,Rockingham Memorial Hospital,411 Stone Spring Rd,Harrisonburg,VA,22801,n,"SENTARA RMH MEDICAL CENTER PHARMACY, 2010 HEALTH CAMPUS DR, HARRISONBURG, VA, 22801","Rockingham Memorial Hospital, 411 Stone Spring Rd, Harrisonburg, VA, 22801"
5113,SENTARA RMH MEDICAL CENTER,2010 Health Campus Drive,HARRISONBURG,VA,22801,10.0,1.0,Rockingham Memorial Hospital,411 Stone Spring Rd,Harrisonburg,VA,22801,n,"SENTARA RMH MEDICAL CENTER, 2010 Health Campus Drive, HARRISONBURG, VA, 22801","Rockingham Memorial Hospital, 411 Stone Spring Rd, Harrisonburg, VA, 22801"
5114,JOHNSTON-WILLIS HOSPITAL,7501 Right Flank Rd,Mechanicsville,VA,23116,10.0,1.0,Bon Secours Memorial Regional Medic,8260 Atlee Rd,Mechanicsville,VA,23116,n,"JOHNSTON-WILLIS HOSPITAL, 7501 Right Flank Rd, Mechanicsville, VA, 23116","Bon Secours Memorial Regional Medic, 8260 Atlee Rd, Mechanicsville, VA, 23116"
